2024-04-19 09:25:35.073 [main] INFO  - Start the Application
2024-04-19 09:25:35.076 [main] INFO  - Start reading file application.properties
2024-04-19 09:25:35.079 [main] INFO  - Load properties file succesfully
2024-04-19 09:25:35.079 [main] INFO  - Creating oracle object
2024-04-19 09:25:35.079 [main] INFO  - Creating mysql object
2024-04-19 09:25:35.079 [main] INFO  - Query properties not found, starting get schema list from source database with default query
2024-04-19 09:25:35.079 [main] INFO  - Starting get schema list from source database
2024-04-19 09:25:36.041 [main] INFO  - connect to oracle successfully!
2024-04-19 09:25:37.388 [main] INFO  - Loading 108 schema from oracle
2024-04-19 09:28:58.140 [main] INFO  - Start the Application
2024-04-19 09:28:58.142 [main] INFO  - Start reading file application.properties
2024-04-19 09:28:58.145 [main] INFO  - Load properties file succesfully
2024-04-19 09:28:58.145 [main] INFO  - Creating oracle object
2024-04-19 09:28:58.145 [main] INFO  - Creating mysql object
2024-04-19 09:28:58.145 [main] INFO  - Query properties not found, starting get schema list from source database with default query
2024-04-19 09:28:58.146 [main] INFO  - Starting get schema list from source database
2024-04-19 09:28:59.163 [main] INFO  - connect to oracle successfully!
2024-04-19 09:29:00.287 [main] INFO  - Loading 108 schema from oracle
2024-04-19 09:31:35.034 [main] INFO  - Start the Application
2024-04-19 09:31:35.036 [main] INFO  - Start reading file application.properties
2024-04-19 09:31:35.039 [main] INFO  - Load properties file succesfully
2024-04-19 09:31:35.039 [main] INFO  - Creating oracle object
2024-04-19 09:31:35.039 [main] INFO  - Creating mysql object
2024-04-19 09:31:35.039 [main] INFO  - Query properties not found, starting get schema list from source database with default query
2024-04-19 09:31:35.039 [main] INFO  - Starting get schema list from source database
2024-04-19 09:31:36.048 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:37.289 [main] INFO  - Loading 108 schema from oracle
2024-04-19 09:31:37.289 [main] INFO  - Start loading oracle metadata
2024-04-19 09:31:37.289 [main] INFO  - Query properties not found, starting get schema list from source database with default query
2024-04-19 09:31:37.289 [main] INFO  - Starting get schema list from source database
2024-04-19 09:31:38.043 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:39.123 [main] INFO  - Loading 108 schema from oracle
2024-04-19 09:31:40.288 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:40.413 [main] INFO  - Load 0 table from XS$NULL schema
2024-04-19 09:31:41.208 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:42.083 [main] INFO  - Load 6 table from OJVMSYS schema
2024-04-19 09:31:42.083 [main] INFO  - Excecute query OJVMSYS
2024-04-19 09:31:42.083 [main] INFO  - Excecute query OJVMSYS
2024-04-19 09:31:42.083 [main] INFO  - Excecute query OJVMSYS
2024-04-19 09:31:42.083 [main] INFO  - Excecute query OJVMSYS
2024-04-19 09:31:42.083 [main] INFO  - Excecute query OJVMSYS
2024-04-19 09:31:42.083 [main] INFO  - Excecute query OJVMSYS
2024-04-19 09:31:42.890 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:43.008 [main] INFO  - Load 0 table from SYS$UMF schema
2024-04-19 09:31:43.848 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:44.843 [main] INFO  - Load 3 table from OUTLN schema
2024-04-19 09:31:44.843 [main] INFO  - Excecute query OUTLN
2024-04-19 09:31:44.843 [main] INFO  - Excecute query OUTLN
2024-04-19 09:31:44.844 [main] INFO  - Excecute query OUTLN
2024-04-19 09:31:45.649 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:46.792 [main] INFO  - Load 20 table from DBSNMP schema
2024-04-19 09:31:46.792 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.792 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.792 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.793 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.794 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.794 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.794 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:46.794 [main] INFO  - Excecute query DBSNMP
2024-04-19 09:31:47.567 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:48.555 [main] INFO  - Load 5 table from APPQOSSYS schema
2024-04-19 09:31:48.555 [main] INFO  - Excecute query APPQOSSYS
2024-04-19 09:31:48.555 [main] INFO  - Excecute query APPQOSSYS
2024-04-19 09:31:48.555 [main] INFO  - Excecute query APPQOSSYS
2024-04-19 09:31:48.555 [main] INFO  - Excecute query APPQOSSYS
2024-04-19 09:31:48.555 [main] INFO  - Excecute query APPQOSSYS
2024-04-19 09:31:49.368 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:50.332 [main] INFO  - Load 0 table from ANONYMOUS schema
2024-04-19 09:31:51.211 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:52.139 [main] INFO  - Load 0 table from GGSYS schema
2024-04-19 09:31:52.968 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:53.982 [main] INFO  - Load 3 table from DBSFWUSER schema
2024-04-19 09:31:53.982 [main] INFO  - Excecute query DBSFWUSER
2024-04-19 09:31:53.982 [main] INFO  - Excecute query DBSFWUSER
2024-04-19 09:31:53.982 [main] INFO  - Excecute query DBSFWUSER
2024-04-19 09:31:54.803 [main] INFO  - connect to oracle successfully!
2024-04-19 09:31:55.035 [main] INFO  - Load 16 table from USER_ADDITIONAL_DATA schema
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.035 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.036 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.036 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
2024-04-19 09:31:55.036 [main] INFO  - Excecute query USER_ADDITIONAL_DATA
